Projection_ID	confidence_level
evm.model.hic_scaffold_9_pilon.1224.4290	average_confidence
evm.model.hic_scaffold_5_pilon.61.-1	partial
evm.model.hic_scaffold_3_pilon.874.3193	partial
evm.model.hic_scaffold_5_pilon.348.22130	low_confidence
evm.model.hic_scaffold_5_pilon.348.14937	partial
evm.model.hic_scaffold_6_pilon.806.1681	average_confidence
evm.model.hic_scaffold_3_pilon.401.2	partial
evm.model.hic_scaffold_3_pilon.401.3695	partial
evm.model.hic_scaffold_3_pilon.1174.5713	partial
evm.model.hic_scaffold_3_pilon.1174.11035	partial
evm.model.hic_scaffold_3_pilon.469.-1	average_confidence
evm.model.hic_scaffold_8_pilon.65.228	high_confidence
evm.model.hic_scaffold_9_pilon.193.-1	partial
evm.model.hic_scaffold_5_pilon.1390.2473	high_confidence
evm.model.hic_scaffold_2_pilon.52.-1	partial
evm.model.hic_scaffold_9_pilon.323.4763	average_confidence
evm.model.hic_scaffold_9_pilon.323.17835	average_confidence
evm.model.hic_scaffold_9_pilon.323.34258	partial
evm.model.hic_scaffold_7_pilon.897.800	average_confidence
evm.model.hic_scaffold_7_pilon.897.20561	low_confidence
evm.model.hic_scaffold_3_pilon.1373.2416	average_confidence
evm.model.hic_scaffold_10_pilon.866.9300	partial
evm.model.hic_scaffold_10_pilon.866.9997	partial
evm.model.hic_scaffold_1_pilon.568.36	average_confidence
evm.model.hic_scaffold_7_pilon.1494.4214	average_confidence
evm.model.hic_scaffold_2_pilon.329.11370	partial
evm.model.hic_scaffold_2_pilon.329.12815	partial
evm.model.hic_scaffold_7_pilon.1015.677	average_confidence
evm.model.hic_scaffold_1_pilon.132.57	high_confidence
evm.model.hic_scaffold_7_pilon.846.10103	partial
evm.model.hic_scaffold_7_pilon.846.17519	partial
evm.model.hic_scaffold_10_pilon.734.260	partial
evm.model.hic_scaffold_9_pilon.714.5716	average_confidence
evm.model.hic_scaffold_47_pilon.18.83	average_confidence
evm.model.hic_scaffold_3_pilon.983.14205	partial
evm.model.hic_scaffold_8_pilon.12.6109	average_confidence
evm.model.hic_scaffold_3_pilon.174.10562	partial
evm.model.hic_scaffold_10_pilon.1276.797	average_confidence
evm.model.hic_scaffold_6_pilon.414.354	partial
evm.model.hic_scaffold_4_pilon.492.1155	partial
evm.model.hic_scaffold_10_pilon.907.2384	average_confidence
evm.model.hic_scaffold_10_pilon.1159.1934	partial
evm.model.hic_scaffold_4_pilon.1229.9586	partial
evm.model.hic_scaffold_1_pilon.157.95	partial
evm.model.hic_scaffold_10_pilon.1047.424	average_confidence
evm.model.hic_scaffold_10_pilon.241.4390	partial
evm.model.hic_scaffold_6_pilon.138.1767	average_confidence
evm.model.hic_scaffold_4_pilon.1237.3104	average_confidence
evm.model.hic_scaffold_6_pilon.1366.7069	partial
evm.model.hic_scaffold_3_pilon.1164.3736	partial
evm.model.hic_scaffold_3_pilon.1164.4049	partial
evm.model.hic_scaffold_3_pilon.1164.9705	partial
evm.model.hic_scaffold_3_pilon.438.2563	partial
evm.model.hic_scaffold_6_pilon.1650.2633	average_confidence
evm.model.hic_scaffold_6_pilon.876.-1	average_confidence
evm.model.hic_scaffold_16_pilon.117.-1	average_confidence
evm.model.hic_scaffold_7_pilon.462.7985	partial
evm.model.hic_scaffold_9_pilon.1469.1268	average_confidence
evm.model.hic_scaffold_10_pilon.310.2489	partial
evm.model.hic_scaffold_5_pilon.1003.8883	average_confidence
evm.model.hic_scaffold_7_pilon.1406.3176	partial
evm.model.hic_scaffold_7_pilon.998.914	partial
evm.model.hic_scaffold_7_pilon.998.10635	partial
evm.model.hic_scaffold_2_pilon.659.17232	partial
evm.model.hic_scaffold_4_pilon.998.373	partial
evm.model.hic_scaffold_4_pilon.285.4657	partial
evm.model.hic_scaffold_4_pilon.285.9422	partial
evm.model.hic_scaffold_4_pilon.285.17455	partial
evm.model.hic_scaffold_4_pilon.285.17564	partial
evm.model.hic_scaffold_12_pilon.35.8049	average_confidence
evm.model.hic_scaffold_6_pilon.1040.165	average_confidence
evm.model.hic_scaffold_6_pilon.196.1239	high_confidence
evm.model.hic_scaffold_8_pilon.46.-1	partial
evm.model.hic_scaffold_1_pilon.307.67	high_confidence
evm.model.hic_scaffold_8_pilon.350.4215	partial
evm.model.hic_scaffold_10_pilon.242.4390	average_confidence
evm.model.hic_scaffold_4_pilon.1194.12434	partial
evm.model.hic_scaffold_4_pilon.980.5814	average_confidence
evm.model.hic_scaffold_1_pilon.618.-1	average_confidence
evm.model.contig_153_pilon.2.8194	average_confidence
evm.model.hic_scaffold_9_pilon.1855.2905	average_confidence
evm.model.hic_scaffold_3_pilon.1222.6918	partial
evm.model.hic_scaffold_3_pilon.1222.11398	high_confidence
evm.model.hic_scaffold_6_pilon.500.214	partial
evm.model.hic_scaffold_4_pilon.220.1839	average_confidence
evm.model.hic_scaffold_6_pilon.837.17165	partial
evm.model.hic_scaffold_10_pilon.208.2885	partial
evm.model.hic_scaffold_10_pilon.208.19667	low_confidence
evm.model.hic_scaffold_10_pilon.208.27749	partial
evm.model.hic_scaffold_10_pilon.208.27958	partial
evm.model.hic_scaffold_10_pilon.208.34957	low_confidence
evm.model.hic_scaffold_10_pilon.208.2222	low_confidence
evm.model.hic_scaffold_10_pilon.208.28008	partial
evm.model.hic_scaffold_10_pilon.208.34962	partial
evm.model.WTDcor_ctg261.3.5097	partial
evm.model.hic_scaffold_4_pilon.954.7793	average_confidence
evm.model.hic_scaffold_6_pilon.594.9440	high_confidence
evm.model.hic_scaffold_15_pilon.118.1305	partial
evm.model.hic_scaffold_8_pilon.924.2888	partial
evm.model.hic_scaffold_8_pilon.924.12233	partial
evm.model.hic_scaffold_8_pilon.924.34290	partial
evm.model.hic_scaffold_9_pilon.1193.4834	high_confidence
evm.model.hic_scaffold_7_pilon.322.1411	average_confidence
evm.model.hic_scaffold_9_pilon.558.4949	partial
evm.model.hic_scaffold_9_pilon.558.9002	average_confidence
evm.model.hic_scaffold_9_pilon.558.16855	average_confidence
evm.model.hic_scaffold_9_pilon.558.28681	partial
evm.model.hic_scaffold_3_pilon.1245.1738	average_confidence
evm.model.hic_scaffold_68_pilon.11.7207	partial
evm.model.hic_scaffold_9_pilon.705.964	partial
evm.model.hic_scaffold_21_pilon.6.28426	partial
evm.model.hic_scaffold_21_pilon.6.29667	partial
evm.model.hic_scaffold_21_pilon.6.29791	partial
evm.model.hic_scaffold_21_pilon.6.34175	partial
evm.model.hic_scaffold_7_pilon.191.1013	average_confidence
evm.model.WTDall_ctg1284.2.20838	partial
evm.model.hic_scaffold_41_pilon.16.116	average_confidence
evm.model.hic_scaffold_4_pilon.1037.-1	average_confidence
evm.model.hic_scaffold_6_pilon.1246.2395	high_confidence
evm.model.hic_scaffold_3_pilon.1037.1333	average_confidence
evm.model.hic_scaffold_9_pilon.1358.1688	average_confidence
evm.model.hic_scaffold_2_pilon.446.26853	average_confidence
evm.model.hic_scaffold_3_pilon.134.492	partial
evm.model.hic_scaffold_7_pilon.1461.4480	average_confidence
evm.model.hic_scaffold_7_pilon.1366.2569	average_confidence
evm.model.hic_scaffold_6_pilon.1668.486	average_confidence
evm.model.hic_scaffold_2_pilon.599.7258	partial
evm.model.hic_scaffold_3_pilon.1382.540	partial
evm.model.hic_scaffold_9_pilon.248.126	partial
evm.model.hic_scaffold_1_pilon.547.164	average_confidence
evm.model.hic_scaffold_2_pilon.160.1655	average_confidence
evm.model.hic_scaffold_7_pilon.1260.3764	average_confidence
evm.model.hic_scaffold_2_pilon.181.13389	partial
evm.model.hic_scaffold_2_pilon.181.26498	partial
evm.model.hic_scaffold_5_pilon.1309.135	partial
evm.model.hic_scaffold_5_pilon.1309.4440	partial
evm.model.hic_scaffold_5_pilon.1309.7608	partial
evm.model.hic_scaffold_5_pilon.1309.16979	partial
evm.model.hic_scaffold_5_pilon.47.323	high_confidence
evm.model.hic_scaffold_5_pilon.681.-1	partial
evm.model.hic_scaffold_3_pilon.1467.7382	partial
evm.model.hic_scaffold_3_pilon.1467.26195	partial
evm.model.hic_scaffold_3_pilon.1467.28530	partial
evm.model.hic_scaffold_3_pilon.1467.28578	partial
evm.model.hic_scaffold_3_pilon.1467.34678	partial
evm.model.hic_scaffold_3_pilon.1467.1523	partial
evm.model.hic_scaffold_3_pilon.1467.12765	partial
evm.model.hic_scaffold_4_pilon.187.3691	partial
evm.model.hic_scaffold_9_pilon.873.12	high_confidence
evm.model.hic_scaffold_1_pilon.460.1417	high_confidence
evm.model.hic_scaffold_5_pilon.77.20277	partial
evm.model.hic_scaffold_3_pilon.1070.283	average_confidence
evm.model.hic_scaffold_1_pilon.393.584	average_confidence
evm.model.hic_scaffold_13_pilon.18.3033	average_confidence
evm.model.hic_scaffold_7_pilon.649.17679	partial
evm.model.hic_scaffold_7_pilon.649.21172	partial
evm.model.hic_scaffold_7_pilon.1198.500	average_confidence
evm.model.hic_scaffold_4_pilon.977.-1	partial
evm.model.hic_scaffold_10_pilon.1001.3726	partial
evm.model.hic_scaffold_10_pilon.1001.16785	partial
evm.model.hic_scaffold_10_pilon.1001.18086	partial
evm.model.hic_scaffold_10_pilon.1001.25059	partial
evm.model.hic_scaffold_10_pilon.1001.22207	average_confidence
evm.model.hic_scaffold_10_pilon.1001.23531	average_confidence
evm.model.hic_scaffold_10_pilon.1001.24086	average_confidence
evm.model.hic_scaffold_10_pilon.1001.24148	average_confidence
evm.model.hic_scaffold_10_pilon.1001.30639	partial
evm.model.hic_scaffold_10_pilon.1001.21942	partial
evm.model.hic_scaffold_7_pilon.879.1868	average_confidence
evm.model.hic_scaffold_4_pilon.717.25513	average_confidence
evm.model.hic_scaffold_4_pilon.630.114	average_confidence
evm.model.hic_scaffold_4_pilon.378.1717	partial
evm.model.hic_scaffold_4_pilon.378.9631	partial
evm.model.hic_scaffold_4_pilon.1014.-1	partial
evm.model.hic_scaffold_4_pilon.1029.3199	average_confidence
evm.model.hic_scaffold_11_pilon.13.3145	average_confidence
evm.model.hic_scaffold_6_pilon.350.3681	partial
evm.model.hic_scaffold_4_pilon.223.913	partial
evm.model.hic_scaffold_9_pilon.114.-1	average_confidence
evm.model.hic_scaffold_5_pilon.762.517	partial
evm.model.hic_scaffold_9_pilon.1747.8	average_confidence
evm.model.hic_scaffold_2_pilon.736.5911	partial
evm.model.hic_scaffold_4_pilon.799.3241	average_confidence
evm.model.hic_scaffold_9_pilon.1139.-1	partial
evm.model.hic_scaffold_7_pilon.759.587	average_confidence
evm.model.hic_scaffold_7_pilon.676.-1	partial
evm.model.hic_scaffold_2_pilon.340.19482	partial
evm.model.hic_scaffold_7_pilon.757.587	average_confidence
evm.model.hic_scaffold_2_pilon.62.4812	average_confidence
evm.model.hic_scaffold_2_pilon.62.27008	average_confidence
evm.model.hic_scaffold_9_pilon.664.889	average_confidence
evm.model.hic_scaffold_1_pilon.33.510	partial
evm.model.hic_scaffold_7_pilon.1438.-1	partial
evm.model.hic_scaffold_8_pilon.818.-1	partial
evm.model.hic_scaffold_5_pilon.472.118	average_confidence
evm.model.hic_scaffold_2_pilon.291.3061	partial
evm.model.hic_scaffold_8_pilon.96.2398	partial
evm.model.hic_scaffold_4_pilon.333.2727	average_confidence
evm.model.hic_scaffold_10_pilon.1050.7354	average_confidence
evm.model.hic_scaffold_1_pilon.304.67	high_confidence
evm.model.hic_scaffold_1_pilon.540.20	partial
evm.model.hic_scaffold_1_pilon.803.2509	partial
evm.model.hic_scaffold_1_pilon.803.117	partial
evm.model.hic_scaffold_41_pilon.3.1317	average_confidence
evm.model.hic_scaffold_1_pilon.472.20	partial
evm.model.hic_scaffold_1_pilon.472.2544	partial
evm.model.hic_scaffold_8_pilon.605.417	partial
evm.model.hic_scaffold_7_pilon.559.14221	average_confidence
evm.model.hic_scaffold_3_pilon.1171.1174	partial
evm.model.hic_scaffold_2_pilon.143.8921	average_confidence
evm.model.hic_scaffold_4_pilon.1154.2170	high_confidence
evm.model.hic_scaffold_3_pilon.658.5828	partial
evm.model.hic_scaffold_3_pilon.658.14275	partial
evm.model.hic_scaffold_3_pilon.658.18191	partial
evm.model.hic_scaffold_3_pilon.658.32959	partial
evm.model.hic_scaffold_3_pilon.658.35596	partial
evm.model.hic_scaffold_9_pilon.355.8283	partial
evm.model.hic_scaffold_4_pilon.160.12788	partial
evm.model.hic_scaffold_1_pilon.842.14113	partial
evm.model.hic_scaffold_2_pilon.242.193	partial
evm.model.hic_scaffold_8_pilon.943.6227	partial
evm.model.hic_scaffold_6_pilon.102.-1	partial
evm.model.hic_scaffold_2_pilon.339.12532	partial
evm.model.hic_scaffold_5_pilon.411.17389	partial
evm.model.hic_scaffold_9_pilon.292.8992	average_confidence
evm.model.hic_scaffold_9_pilon.292.30756	partial
evm.model.hic_scaffold_2_pilon.574.30207	partial
evm.model.hic_scaffold_8_pilon.66.228	partial
evm.model.hic_scaffold_6_pilon.994.112	average_confidence
evm.model.hic_scaffold_6_pilon.1580.10871	partial
evm.model.hic_scaffold_6_pilon.1580.24602	average_confidence
evm.model.hic_scaffold_6_pilon.1580.30972	average_confidence
evm.model.hic_scaffold_7_pilon.720.9561	partial
evm.model.hic_scaffold_6_pilon.252.3973	average_confidence
evm.model.hic_scaffold_7_pilon.397.25575	partial
evm.model.hic_scaffold_21_pilon.48.10356	partial
evm.model.hic_scaffold_1_pilon.262.15	average_confidence
evm.model.hic_scaffold_34_pilon.5.22655	partial
evm.model.hic_scaffold_34_pilon.5.23918	partial
evm.model.hic_scaffold_34_pilon.5.13564	partial
evm.model.hic_scaffold_34_pilon.5.16287	partial
evm.model.hic_scaffold_34_pilon.5.17813	average_confidence
evm.model.hic_scaffold_34_pilon.5.23891	partial
evm.model.hic_scaffold_34_pilon.5.25545	partial
evm.model.hic_scaffold_34_pilon.5.26867	partial
evm.model.hic_scaffold_34_pilon.5.34632	partial
evm.model.hic_scaffold_10_pilon.1285.8000	average_confidence
evm.model.hic_scaffold_10_pilon.1285.33871	partial
evm.model.hic_scaffold_7_pilon.1114.9590	average_confidence
evm.model.hic_scaffold_7_pilon.1114.20827	partial
evm.model.hic_scaffold_5_pilon.951.9164	partial
evm.model.hic_scaffold_10_pilon.117.11125	average_confidence
evm.model.hic_scaffold_1_pilon.844.84	partial
evm.model.hic_scaffold_1_pilon.844.208	partial
evm.model.hic_scaffold_8_pilon.417.2118	high_confidence
evm.model.hic_scaffold_8_pilon.348.912	average_confidence
evm.model.hic_scaffold_9_pilon.332.-1	partial
evm.model.hic_scaffold_5_pilon.1311.135	partial
evm.model.hic_scaffold_7_pilon.876.22979	partial
evm.model.hic_scaffold_7_pilon.587.11224	high_confidence
evm.model.hic_scaffold_23_pilon.26.11523	partial
evm.model.hic_scaffold_23_pilon.26.15388	partial
evm.model.hic_scaffold_3_pilon.727.4321	average_confidence
evm.model.hic_scaffold_4_pilon.7.4457	partial
evm.model.hic_scaffold_6_pilon.1706.1136	partial
evm.model.hic_scaffold_7_pilon.124.3587	average_confidence
evm.model.hic_scaffold_6_pilon.1088.-1	average_confidence
evm.model.hic_scaffold_6_pilon.1826.4465	partial
evm.model.hic_scaffold_6_pilon.1826.24333	partial
evm.model.hic_scaffold_3_pilon.986.1826	partial
evm.model.hic_scaffold_10_pilon.390.5200	average_confidence
evm.model.hic_scaffold_10_pilon.390.12274	partial
evm.model.hic_scaffold_10_pilon.390.24000	partial
evm.model.hic_scaffold_10_pilon.390.24693	partial
evm.model.hic_scaffold_10_pilon.390.32579	partial
evm.model.hic_scaffold_6_pilon.222.258	average_confidence
evm.model.hic_scaffold_3_pilon.1391.2254	average_confidence
evm.model.hic_scaffold_4_pilon.365.2303	average_confidence
evm.model.hic_scaffold_9_pilon.1305.17917	average_confidence
evm.model.hic_scaffold_9_pilon.1173.2923	partial
evm.model.hic_scaffold_9_pilon.1173.5066	partial
evm.model.hic_scaffold_9_pilon.1173.9465	partial
evm.model.hic_scaffold_9_pilon.1173.13217	partial
evm.model.hic_scaffold_9_pilon.1173.20957	partial
evm.model.hic_scaffold_6_pilon.591.3513	average_confidence
evm.model.hic_scaffold_4_pilon.440.74	high_confidence
evm.model.hic_scaffold_1_pilon.436.111	partial
evm.model.hic_scaffold_1_pilon.61.204	low_confidence
evm.model.hic_scaffold_1_pilon.747.48	average_confidence
evm.model.hic_scaffold_2_pilon.76.6988	average_confidence
evm.model.hic_scaffold_9_pilon.1105.6	partial
evm.model.hic_scaffold_3_pilon.828.11932	partial
evm.model.hic_scaffold_3_pilon.729.1131	average_confidence
evm.model.hic_scaffold_1_pilon.498.101	average_confidence
evm.model.hic_scaffold_9_pilon.531.13898	average_confidence
evm.model.hic_scaffold_14_pilon.22.15181	partial
evm.model.hic_scaffold_5_pilon.370.1312	high_confidence
evm.model.hic_scaffold_7_pilon.714.6476	average_confidence
evm.model.hic_scaffold_5_pilon.924.435	high_confidence
evm.model.hic_scaffold_5_pilon.924.32011	partial
evm.model.hic_scaffold_9_pilon.1055.-1	partial
evm.model.hic_scaffold_7_pilon.1344.359	high_confidence
evm.model.hic_scaffold_5_pilon.635.709	partial
evm.model.hic_scaffold_3_pilon.907.7012	average_confidence
evm.model.hic_scaffold_10_pilon.1422.753	partial
evm.model.hic_scaffold_4_pilon.978.-1	partial
evm.model.hic_scaffold_3_pilon.515.561	low_confidence
evm.model.hic_scaffold_3_pilon.527.1719	high_confidence
evm.model.hic_scaffold_3_pilon.1282.10535	partial
evm.model.hic_scaffold_7_pilon.90.4645	average_confidence
evm.model.hic_scaffold_14_pilon.25.16538	partial
evm.model.hic_scaffold_3_pilon.240.22467	partial
evm.model.hic_scaffold_1_pilon.517.49	average_confidence
evm.model.hic_scaffold_16_pilon.114.784	partial
evm.model.hic_scaffold_8_pilon.59.11675	average_confidence
evm.model.hic_scaffold_3_pilon.1284.17363	average_confidence
evm.model.hic_scaffold_9_pilon.328.3847	average_confidence
evm.model.hic_scaffold_9_pilon.328.35115	partial
evm.model.hic_scaffold_9_pilon.1118.3430	partial
evm.model.hic_scaffold_4_pilon.1113.5184	high_confidence
evm.model.hic_scaffold_8_pilon.30.1359	average_confidence
evm.model.hic_scaffold_8_pilon.910.22404	average_confidence
evm.model.hic_scaffold_8_pilon.910.15135	partial
evm.model.hic_scaffold_8_pilon.910.20706	partial
evm.model.hic_scaffold_8_pilon.910.22066	partial
evm.model.hic_scaffold_8_pilon.910.22341	average_confidence
evm.model.hic_scaffold_8_pilon.910.23265	average_confidence
evm.model.hic_scaffold_8_pilon.910.23362	average_confidence
evm.model.hic_scaffold_8_pilon.910.25734	average_confidence
evm.model.hic_scaffold_8_pilon.910.26552	partial
evm.model.hic_scaffold_8_pilon.910.31310	average_confidence
evm.model.hic_scaffold_8_pilon.910.35798	partial
evm.model.hic_scaffold_7_pilon.930.1009	average_confidence
evm.model.hic_scaffold_6_pilon.1689.506	average_confidence
evm.model.hic_scaffold_6_pilon.1689.12120	partial
evm.model.hic_scaffold_6_pilon.1689.32494	partial
evm.model.hic_scaffold_6_pilon.149.13806	partial
evm.model.hic_scaffold_7_pilon.1020.5436	partial
evm.model.hic_scaffold_11_pilon.40.4807	partial
evm.model.hic_scaffold_3_pilon.756.22217	partial
evm.model.hic_scaffold_6_pilon.725.14383	partial
evm.model.hic_scaffold_6_pilon.811.1535	partial
evm.model.hic_scaffold_2_pilon.504.398	high_confidence
evm.model.hic_scaffold_4_pilon.1364.-1	average_confidence
evm.model.hic_scaffold_6_pilon.1002.227	average_confidence
evm.model.hic_scaffold_6_pilon.1002.22482	average_confidence
evm.model.hic_scaffold_6_pilon.1002.33923	average_confidence
evm.model.hic_scaffold_7_pilon.1592.6615	average_confidence
evm.model.hic_scaffold_12_pilon.61.2406	average_confidence
evm.model.hic_scaffold_4_pilon.430.925	average_confidence
evm.model.hic_scaffold_3_pilon.993.1615	partial
evm.model.contig_1_pilon.3.13776	partial
evm.model.contig_1_pilon.3.14739	partial
evm.model.hic_scaffold_3_pilon.1027.29562	partial
evm.model.hic_scaffold_3_pilon.1027.33267	partial
evm.model.hic_scaffold_2_pilon.63.27008	partial
evm.model.hic_scaffold_6_pilon.1788.5924	partial
evm.model.hic_scaffold_6_pilon.1788.6076	partial
evm.model.hic_scaffold_6_pilon.1788.6152	partial
evm.model.hic_scaffold_1_pilon.1155.170	average_confidence
evm.model.hic_scaffold_1_pilon.1155.34017	partial
evm.model.hic_scaffold_4_pilon.644.-1	average_confidence
evm.model.hic_scaffold_8_pilon.110.1427	average_confidence
evm.model.hic_scaffold_12_pilon.44.10312	partial
evm.model.hic_scaffold_8_pilon.404.417	partial
evm.model.hic_scaffold_8_pilon.404.6300	partial
evm.model.hic_scaffold_4_pilon.1046.4791	average_confidence
evm.model.hic_scaffold_5_pilon.906.530	average_confidence
evm.model.hic_scaffold_3_pilon.391.13932	partial
evm.model.hic_scaffold_3_pilon.391.5305	average_confidence
evm.model.hic_scaffold_6_pilon.1365.16694	average_confidence
evm.model.hic_scaffold_10_pilon.1067.2602	partial
evm.model.hic_scaffold_10_pilon.1067.5536	average_confidence
evm.model.hic_scaffold_3_pilon.1345.4422	average_confidence
evm.model.hic_scaffold_1_pilon.484.43	high_confidence
evm.model.hic_scaffold_3_pilon.1444.-1	partial
evm.model.hic_scaffold_5_pilon.1268.3740	partial
evm.model.hic_scaffold_7_pilon.295.46	partial
evm.model.hic_scaffold_6_pilon.341.3019	high_confidence
evm.model.hic_scaffold_14_pilon.93.3511	partial
evm.model.hic_scaffold_10_pilon.506.3080	high_confidence
evm.model.hic_scaffold_6_pilon.1222.1222	partial
evm.model.hic_scaffold_6_pilon.1222.8247	partial
evm.model.contig_106_pilon.4.3085	average_confidence
evm.model.hic_scaffold_4_pilon.1100.8143	partial
evm.model.hic_scaffold_16_pilon.158.21340	partial
evm.model.hic_scaffold_10_pilon.870.31777	partial
evm.model.hic_scaffold_11_pilon.43.-1	average_confidence
evm.model.hic_scaffold_8_pilon.201.15091	partial
evm.model.hic_scaffold_25_pilon.25.5664	average_confidence
evm.model.hic_scaffold_5_pilon.442.5847	high_confidence
evm.model.hic_scaffold_5_pilon.442.28118	partial
evm.model.hic_scaffold_7_pilon.1496.21877	partial
evm.model.hic_scaffold_6_pilon.781.6541	average_confidence
evm.model.hic_scaffold_5_pilon.1100.2847	partial
evm.model.hic_scaffold_9_pilon.878.585	average_confidence
evm.model.hic_scaffold_10_pilon.805.-1	partial
evm.model.WTDall_ctg6124.1.3837	average_confidence
evm.model.WTDall_ctg6124.1.10044	average_confidence
evm.model.WTDall_ctg6124.1.15690	average_confidence
evm.model.WTDall_ctg6124.1.26198	average_confidence
evm.model.hic_scaffold_3_pilon.277.6901	high_confidence
evm.model.hic_scaffold_6_pilon.1193.-1	average_confidence
evm.model.hic_scaffold_33_pilon.16.19047	partial
evm.model.hic_scaffold_33_pilon.16.31611	partial
evm.model.hic_scaffold_10_pilon.1277.797	partial
evm.model.hic_scaffold_9_pilon.1253.547	partial
evm.model.hic_scaffold_10_pilon.732.5610	partial
evm.model.hic_scaffold_6_pilon.331.3144	high_confidence
evm.model.hic_scaffold_9_pilon.772.16146	partial
evm.model.hic_scaffold_4_pilon.275.749	high_confidence
evm.model.hic_scaffold_6_pilon.382.-1	average_confidence
evm.model.hic_scaffold_1_pilon.694.86	partial
evm.model.hic_scaffold_16_pilon.99.19883	partial
evm.model.hic_scaffold_9_pilon.1761.5463	average_confidence
evm.model.hic_scaffold_2_pilon.753.182	high_confidence
evm.model.hic_scaffold_9_pilon.470.3223	high_confidence
evm.model.hic_scaffold_7_pilon.838.3882	partial
evm.model.hic_scaffold_7_pilon.838.5649	partial
evm.model.hic_scaffold_7_pilon.838.20516	partial
evm.model.hic_scaffold_2_pilon.42.1763	partial
evm.model.WTDcor_ctg274.2.27677	partial
evm.model.WTDcor_ctg274.2.31483	partial
evm.model.hic_scaffold_5_pilon.741.6468	average_confidence
evm.model.hic_scaffold_3_pilon.726.4321	average_confidence
evm.model.hic_scaffold_9_pilon.1329.1606	partial
evm.model.hic_scaffold_9_pilon.858.2230	high_confidence
evm.model.hic_scaffold_6_pilon.1723.188	average_confidence
evm.model.hic_scaffold_4_pilon.69.820	high_confidence
evm.model.hic_scaffold_30_pilon.11.19376	partial
evm.model.hic_scaffold_30_pilon.11.12919	partial
evm.model.hic_scaffold_30_pilon.11.28775	partial
evm.model.hic_scaffold_30_pilon.11.29294	partial
evm.model.hic_scaffold_6_pilon.1037.165	average_confidence
evm.model.WTDall_ctg3694.2.27213	average_confidence
evm.model.hic_scaffold_9_pilon.893.6	average_confidence
evm.model.hic_scaffold_9_pilon.893.474	partial
evm.model.hic_scaffold_6_pilon.619.17112	partial
evm.model.hic_scaffold_16_pilon.194.1049	high_confidence
evm.model.hic_scaffold_9_pilon.816.4637	average_confidence
evm.model.hic_scaffold_13_pilon.60.5726	partial
evm.model.hic_scaffold_13_pilon.58.8618	partial
evm.model.hic_scaffold_13_pilon.58.11423	partial
evm.model.hic_scaffold_3_pilon.1498.1326	average_confidence
evm.model.hic_scaffold_1_pilon.1057.84	average_confidence
evm.model.hic_scaffold_7_pilon.806.33699	partial
evm.model.hic_scaffold_7_pilon.806.16804	partial
evm.model.hic_scaffold_6_pilon.966.1133	partial
