"OG"	"group"	"Dcor_Gene"	"Liom_Gene"	"Liom_change"	"Liom_beta_D1"	"Liom_beta_d2"	"Liom_padj_D1vC"	"Liom_padj_D2vC"	"Annotation"	"Dcor_change"	"Dcor_beta_D1"	"Dcor_beta_d2"	"Dcor_padj_D1vC"	"Dcor_padj_D2vC"
"OG0000000"	5	"Dcor_evm.model.hic_scaffold_1_pilon.1104"	"Liom_evm.model.scaffold17033.2"	"not_tested"	NA	NA	NA	NA	"uncharacterized protein LOC112462240"	"not_tested"	NA	NA	NA	NA
"OG0000000"	5	"Dcor_evm.model.hic_scaffold_1_pilon.1103"	"Liom_evm.model.scaffold17033.2"	"not_tested"	NA	NA	NA	NA	"uncharacterized protein LOC112462240"	"not_tested"	NA	NA	NA	NA
"OG0000000"	5	"Dcor_evm.model.hic_scaffold_10_pilon.561"	"Liom_evm.model.scaffold31929.2"	"other"	-5.60789191987447	-0.802458040089966	0.043065207330755	0.888146907994229	"uncharacterized protein LOC112462240"	"not_tested"	NA	NA	NA	NA
"OG0000000"	5	"Dcor_evm.model.hic_scaffold_4_pilon.616"	"Liom_evm.model.scaffold31929.2"	"other"	-5.60789191987447	-0.802458040089966	0.043065207330755	0.888146907994229	"uncharacterized protein LOC112462240"	"not_tested"	NA	NA	NA	NA
"OG0000000"	5	"Dcor_evm.model.hic_scaffold_28_pilon.15"	"Liom_evm.model.scaffold31929.2"	"other"	-5.60789191987447	-0.802458040089966	0.043065207330755	0.888146907994229	"uncharacterized protein LOC112462240"	"not_tested"	NA	NA	NA	NA
"OG0000000"	5	"Dcor_evm.model.hic_scaffold_1_pilon.1104"	"Liom_evm.model.scaffold31929.2"	"other"	-5.60789191987447	-0.802458040089966	0.043065207330755	0.888146907994229	"uncharacterized protein LOC112462240"	"not_tested"	NA	NA	NA	NA
"OG0000000"	5	"Dcor_evm.model.hic_scaffold_1_pilon.1103"	"Liom_evm.model.scaffold31929.2"	"other"	-5.60789191987447	-0.802458040089966	0.043065207330755	0.888146907994229	"uncharacterized protein LOC112462240"	"not_tested"	NA	NA	NA	NA
"OG0000000"	5	"Dcor_evm.model.hic_scaffold_10_pilon.561"	"Liom_evm.model.scaffold17033.3"	"not_tested"	NA	NA	NA	NA	"uncharacterized protein LOC112462240"	"not_tested"	NA	NA	NA	NA
"OG0000000"	5	"Dcor_evm.model.hic_scaffold_4_pilon.616"	"Liom_evm.model.scaffold17033.3"	"not_tested"	NA	NA	NA	NA	"uncharacterized protein LOC112462240"	"not_tested"	NA	NA	NA	NA
"OG0000000"	5	"Dcor_evm.model.hic_scaffold_28_pilon.15"	"Liom_evm.model.scaffold17033.3"	"not_tested"	NA	NA	NA	NA	"uncharacterized protein LOC112462240"	"not_tested"	NA	NA	NA	NA
"OG0000000"	5	"Dcor_evm.model.hic_scaffold_1_pilon.1104"	"Liom_evm.model.scaffold17033.3"	"not_tested"	NA	NA	NA	NA	"uncharacterized protein LOC112462240"	"not_tested"	NA	NA	NA	NA
"OG0000000"	5	"Dcor_evm.model.hic_scaffold_1_pilon.1103"	"Liom_evm.model.scaffold17033.3"	"not_tested"	NA	NA	NA	NA	"uncharacterized protein LOC112462240"	"not_tested"	NA	NA	NA	NA
"OG0000000"	5	"Dcor_evm.model.hic_scaffold_10_pilon.561"	"Liom_evm.model.scaffold31137.2"	"not_tested"	NA	NA	NA	NA	"uncharacterized protein LOC112462240"	"not_tested"	NA	NA	NA	NA
"OG0000000"	5	"Dcor_evm.model.hic_scaffold_4_pilon.616"	"Liom_evm.model.scaffold31137.2"	"not_tested"	NA	NA	NA	NA	"uncharacterized protein LOC112462240"	"not_tested"	NA	NA	NA	NA
"OG0000000"	5	"Dcor_evm.model.hic_scaffold_28_pilon.15"	"Liom_evm.model.scaffold31137.2"	"not_tested"	NA	NA	NA	NA	"uncharacterized protein LOC112462240"	"not_tested"	NA	NA	NA	NA
"OG0000000"	5	"Dcor_evm.model.hic_scaffold_1_pilon.1104"	"Liom_evm.model.scaffold31137.2"	"not_tested"	NA	NA	NA	NA	"uncharacterized protein LOC112462240"	"not_tested"	NA	NA	NA	NA
"OG0000000"	5	"Dcor_evm.model.hic_scaffold_1_pilon.1103"	"Liom_evm.model.scaffold31137.2"	"not_tested"	NA	NA	NA	NA	"uncharacterized protein LOC112462240"	"not_tested"	NA	NA	NA	NA
"OG0000000"	5	"Dcor_evm.model.hic_scaffold_10_pilon.561"	"Liom_evm.model.scaffold14190.2"	"not_sig"	-2.35944661218107	-0.0570619731721898	0.14324410308723	0.988393573680963	"uncharacterized protein LOC112462240"	"not_tested"	NA	NA	NA	NA
"OG0000000"	5	"Dcor_evm.model.hic_scaffold_4_pilon.616"	"Liom_evm.model.scaffold14190.2"	"not_sig"	-2.35944661218107	-0.0570619731721898	0.14324410308723	0.988393573680963	"uncharacterized protein LOC112462240"	"not_tested"	NA	NA	NA	NA
"OG0000000"	5	"Dcor_evm.model.hic_scaffold_28_pilon.15"	"Liom_evm.model.scaffold14190.2"	"not_sig"	-2.35944661218107	-0.0570619731721898	0.14324410308723	0.988393573680963	"uncharacterized protein LOC112462240"	"not_tested"	NA	NA	NA	NA
"OG0000000"	5	"Dcor_evm.model.hic_scaffold_1_pilon.1104"	"Liom_evm.model.scaffold14190.2"	"not_sig"	-2.35944661218107	-0.0570619731721898	0.14324410308723	0.988393573680963	"uncharacterized protein LOC112462240"	"not_tested"	NA	NA	NA	NA
"OG0000000"	5	"Dcor_evm.model.hic_scaffold_1_pilon.1103"	"Liom_evm.model.scaffold14190.2"	"not_sig"	-2.35944661218107	-0.0570619731721898	0.14324410308723	0.988393573680963	"uncharacterized protein LOC112462240"	"not_tested"	NA	NA	NA	NA
"OG0000000"	5	"Dcor_evm.model.hic_scaffold_10_pilon.561"	"Liom_evm.model.scaffold17033.1"	"not_sig"	-3.54617739395174	-0.347514726450474	0.234658151003549	0.957791872578519	"uncharacterized protein LOC112462240"	"not_tested"	NA	NA	NA	NA
"OG0000000"	5	"Dcor_evm.model.hic_scaffold_4_pilon.616"	"Liom_evm.model.scaffold17033.1"	"not_sig"	-3.54617739395174	-0.347514726450474	0.234658151003549	0.957791872578519	"uncharacterized protein LOC112462240"	"not_tested"	NA	NA	NA	NA
"OG0000000"	5	"Dcor_evm.model.hic_scaffold_28_pilon.15"	"Liom_evm.model.scaffold17033.1"	"not_sig"	-3.54617739395174	-0.347514726450474	0.234658151003549	0.957791872578519	"uncharacterized protein LOC112462240"	"not_tested"	NA	NA	NA	NA
"OG0000000"	5	"Dcor_evm.model.hic_scaffold_1_pilon.1104"	"Liom_evm.model.scaffold17033.1"	"not_sig"	-3.54617739395174	-0.347514726450474	0.234658151003549	0.957791872578519	"uncharacterized protein LOC112462240"	"not_tested"	NA	NA	NA	NA
"OG0000000"	5	"Dcor_evm.model.hic_scaffold_1_pilon.1103"	"Liom_evm.model.scaffold17033.1"	"not_sig"	-3.54617739395174	-0.347514726450474	0.234658151003549	0.957791872578519	"uncharacterized protein LOC112462240"	"not_tested"	NA	NA	NA	NA
"OG0000000"	5	"Dcor_evm.model.hic_scaffold_10_pilon.561"	"Liom_evm.model.scaffold38083.1"	"not_tested"	NA	NA	NA	NA	"uncharacterized protein LOC112462240"	"not_tested"	NA	NA	NA	NA
"OG0000000"	5	"Dcor_evm.model.hic_scaffold_4_pilon.616"	"Liom_evm.model.scaffold38083.1"	"not_tested"	NA	NA	NA	NA	"uncharacterized protein LOC112462240"	"not_tested"	NA	NA	NA	NA
"OG0000000"	5	"Dcor_evm.model.hic_scaffold_28_pilon.15"	"Liom_evm.model.scaffold38083.1"	"not_tested"	NA	NA	NA	NA	"uncharacterized protein LOC112462240"	"not_tested"	NA	NA	NA	NA
"OG0000000"	5	"Dcor_evm.model.hic_scaffold_1_pilon.1104"	"Liom_evm.model.scaffold38083.1"	"not_tested"	NA	NA	NA	NA	"uncharacterized protein LOC112462240"	"not_tested"	NA	NA	NA	NA
"OG0000000"	5	"Dcor_evm.model.hic_scaffold_1_pilon.1103"	"Liom_evm.model.scaffold38083.1"	"not_tested"	NA	NA	NA	NA	"uncharacterized protein LOC112462240"	"not_tested"	NA	NA	NA	NA
"OG0000000"	5	"Dcor_evm.model.hic_scaffold_10_pilon.561"	"Liom_evm.model.scaffold32312.1"	"not_sig"	-1.31836739954858	1.56692246375488	0.621106071357866	0.651816928189735	"uncharacterized protein LOC112462240"	"not_tested"	NA	NA	NA	NA
"OG0000000"	5	"Dcor_evm.model.hic_scaffold_4_pilon.616"	"Liom_evm.model.scaffold32312.1"	"not_sig"	-1.31836739954858	1.56692246375488	0.621106071357866	0.651816928189735	"uncharacterized protein LOC112462240"	"not_tested"	NA	NA	NA	NA
"OG0000000"	5	"Dcor_evm.model.hic_scaffold_28_pilon.15"	"Liom_evm.model.scaffold32312.1"	"not_sig"	-1.31836739954858	1.56692246375488	0.621106071357866	0.651816928189735	"uncharacterized protein LOC112462240"	"not_tested"	NA	NA	NA	NA
"OG0000000"	5	"Dcor_evm.model.hic_scaffold_1_pilon.1104"	"Liom_evm.model.scaffold32312.1"	"not_sig"	-1.31836739954858	1.56692246375488	0.621106071357866	0.651816928189735	"uncharacterized protein LOC112462240"	"not_tested"	NA	NA	NA	NA
"OG0000000"	5	"Dcor_evm.model.hic_scaffold_1_pilon.1103"	"Liom_evm.model.scaffold32312.1"	"not_sig"	-1.31836739954858	1.56692246375488	0.621106071357866	0.651816928189735	"uncharacterized protein LOC112462240"	"not_tested"	NA	NA	NA	NA
"OG0000000"	5	"Dcor_evm.model.hic_scaffold_10_pilon.561"	"Liom_evm.model.scaffold18788.1"	"not_tested"	NA	NA	NA	NA	"uncharacterized protein LOC112462240"	"not_tested"	NA	NA	NA	NA
"OG0000000"	5	"Dcor_evm.model.hic_scaffold_4_pilon.616"	"Liom_evm.model.scaffold18788.1"	"not_tested"	NA	NA	NA	NA	"uncharacterized protein LOC112462240"	"not_tested"	NA	NA	NA	NA
"OG0000000"	5	"Dcor_evm.model.hic_scaffold_28_pilon.15"	"Liom_evm.model.scaffold18788.1"	"not_tested"	NA	NA	NA	NA	"uncharacterized protein LOC112462240"	"not_tested"	NA	NA	NA	NA
"OG0000000"	5	"Dcor_evm.model.hic_scaffold_1_pilon.1104"	"Liom_evm.model.scaffold18788.1"	"not_tested"	NA	NA	NA	NA	"uncharacterized protein LOC112462240"	"not_tested"	NA	NA	NA	NA
"OG0000000"	5	"Dcor_evm.model.hic_scaffold_1_pilon.1103"	"Liom_evm.model.scaffold18788.1"	"not_tested"	NA	NA	NA	NA	"uncharacterized protein LOC112462240"	"not_tested"	NA	NA	NA	NA
"OG0000000"	6	"Dcor_evm.model.hic_scaffold_46_pilon.14"	"Liom_evm.model.scaffold20223.4"	"not_tested"	NA	NA	NA	NA	"RNA-directed RNA polymerase L"	"not_tested"	NA	NA	NA	NA
"OG0000000"	6	"Dcor_evm.model.hic_scaffold_46_pilon.14"	"Liom_evm.model.scaffold22661.1"	"not_tested"	NA	NA	NA	NA	"RNA-directed RNA polymerase L"	"not_tested"	NA	NA	NA	NA
"OG0000001"	7	"Dcor_evm.model.hic_scaffold_30_pilon.15"	"Liom_evm.model.scaffold57836.1"	"not_tested"	NA	NA	NA	NA	"Transposon Tf2-1 polyprotein"	"not_tested"	NA	NA	NA	NA
"OG0000001"	8	"Dcor_evm.model.hic_scaffold_7_pilon.822"	"Liom_evm.model.scaffold07040.4"	"other"	3.79345733424589	1.43366714221339	0.00408473345576642	0.471947054258933	"Retrovirus-related Pol polyprotein from transposon 17.6"	"not_tested"	NA	NA	NA	NA
"OG0000001"	9	"Dcor_evm.model.hic_scaffold_23_pilon.11"	"Liom_evm.model.scaffold02304.2"	"not_tested"	NA	NA	NA	NA	"Retrovirus-related Pol polyprotein from transposon 17.6, partial"	"not_tested"	NA	NA	NA	NA
"OG0000001"	9	"Dcor_evm.model.hic_scaffold_51_pilon.10"	"Liom_evm.model.scaffold02304.2"	"not_tested"	NA	NA	NA	NA	"Retrovirus-related Pol polyprotein from transposon 17.6, partial"	"not_tested"	NA	NA	NA	NA
"OG0000001"	10	"Dcor_evm.model.hic_scaffold_1_pilon.1094"	"Liom_evm.model.scaffold02989.1"	"other"	-6.10213192496072	0.757493110234299	1.8322028570987e-05	0.705529332992736	"Transposon Ty3-I Gag-Pol polyprotein"	"not_tested"	NA	NA	NA	NA
"OG0000001"	10	"Dcor_evm.model.hic_scaffold_8_pilon.450"	"Liom_evm.model.scaffold02989.1"	"other"	-6.10213192496072	0.757493110234299	1.8322028570987e-05	0.705529332992736	"Transposon Ty3-I Gag-Pol polyprotein"	"not_tested"	NA	NA	NA	NA
"OG0000001"	10	"Dcor_evm.model.hic_scaffold_1_pilon.1094"	"Liom_evm.model.scaffold07490.4"	"not_tested"	NA	NA	NA	NA	"Transposon Ty3-I Gag-Pol polyprotein"	"not_tested"	NA	NA	NA	NA
"OG0000001"	10	"Dcor_evm.model.hic_scaffold_8_pilon.450"	"Liom_evm.model.scaffold07490.4"	"not_tested"	NA	NA	NA	NA	"Transposon Ty3-I Gag-Pol polyprotein"	"not_tested"	NA	NA	NA	NA
"OG0000001"	10	"Dcor_evm.model.hic_scaffold_1_pilon.1094"	"Liom_evm.model.scaffold37464.1"	"other"	-5.26455281937302	0.203129283461997	0.00347443906372538	0.958071971025346	"Transposon Ty3-I Gag-Pol polyprotein"	"not_tested"	NA	NA	NA	NA
"OG0000001"	10	"Dcor_evm.model.hic_scaffold_8_pilon.450"	"Liom_evm.model.scaffold37464.1"	"other"	-5.26455281937302	0.203129283461997	0.00347443906372538	0.958071971025346	"Transposon Ty3-I Gag-Pol polyprotein"	"not_tested"	NA	NA	NA	NA
"OG0000001"	11	"Dcor_evm.model.hic_scaffold_30_pilon.16"	"Liom_evm.model.scaffold39236.1"	"not_tested"	NA	NA	NA	NA	"Retrovirus-related Pol polyprotein from transposon 297-like Protein"	"not_sig"	1.07865219722624	-0.670040958574675	0.61478998870768	0.487108848331751
"OG0000001"	11	"Dcor_evm.model.hic_scaffold_30_pilon.16"	"Liom_evm.model.scaffold51990.1"	"not_sig"	0.0741331827027543	-0.387172368137609	0.976026321585627	0.914890398786044	"Retrovirus-related Pol polyprotein from transposon 297-like Protein"	"not_sig"	1.07865219722624	-0.670040958574675	0.61478998870768	0.487108848331751
"OG0000001"	11	"Dcor_evm.model.hic_scaffold_30_pilon.16"	"Liom_evm.model.scaffold22570.3"	"not_sig"	-3.25056720920545	-0.747634533161339	0.0733488643818301	0.8320923090325	"Retrovirus-related Pol polyprotein from transposon 297-like Protein"	"not_sig"	1.07865219722624	-0.670040958574675	0.61478998870768	0.487108848331751
"OG0000001"	12	"Dcor_evm.model.hic_scaffold_7_pilon.812"	"Liom_evm.model.scaffold07527.1"	"not_tested"	NA	NA	NA	NA	"hypothetical protein APUTEX25_004459"	"not_tested"	NA	NA	NA	NA
"OG0000001"	12	"Dcor_evm.model.hic_scaffold_7_pilon.812"	"Liom_evm.model.scaffold35869.1"	"not_sig"	-2.06019236454091	-0.853403490872213	0.223616960140823	0.771994544882023	"hypothetical protein APUTEX25_004459"	"not_tested"	NA	NA	NA	NA
"OG0000001"	13	"Dcor_evm.model.hic_scaffold_10_pilon.1166"	"Liom_evm.model.scaffold20738.2"	"not_sig"	-0.907877572050909	0.181464088171355	0.508646665258241	0.947599136328178	"Retrovirus-related Pol polyprotein from transposon 412"	"not_tested"	NA	NA	NA	NA
"OG0000001"	13	"Dcor_evm.model.hic_scaffold_21_pilon.41"	"Liom_evm.model.scaffold20738.2"	"not_sig"	-0.907877572050909	0.181464088171355	0.508646665258241	0.947599136328178	"Retrovirus-related Pol polyprotein from transposon 412"	"not_tested"	NA	NA	NA	NA
"OG0000001"	13	"Dcor_evm.model.hic_scaffold_6_pilon.1177"	"Liom_evm.model.scaffold20738.2"	"not_sig"	-0.907877572050909	0.181464088171355	0.508646665258241	0.947599136328178	"Retrovirus-related Pol polyprotein from transposon 412"	"not_tested"	NA	NA	NA	NA
"OG0000001"	13	"Dcor_evm.model.hic_scaffold_6_pilon.1320"	"Liom_evm.model.scaffold20738.2"	"not_sig"	-0.907877572050909	0.181464088171355	0.508646665258241	0.947599136328178	"Retrovirus-related Pol polyprotein from transposon 412"	"not_tested"	NA	NA	NA	NA
"OG0000001"	13	"Dcor_evm.model.hic_scaffold_10_pilon.1166"	"Liom_evm.model.scaffold32201.1"	"not_sig"	-1.78403414075271	-0.485592956100686	0.290760827428083	0.879033099694492	"Retrovirus-related Pol polyprotein from transposon 412"	"not_tested"	NA	NA	NA	NA
"OG0000001"	13	"Dcor_evm.model.hic_scaffold_21_pilon.41"	"Liom_evm.model.scaffold32201.1"	"not_sig"	-1.78403414075271	-0.485592956100686	0.290760827428083	0.879033099694492	"Retrovirus-related Pol polyprotein from transposon 412"	"not_tested"	NA	NA	NA	NA
"OG0000001"	13	"Dcor_evm.model.hic_scaffold_6_pilon.1177"	"Liom_evm.model.scaffold32201.1"	"not_sig"	-1.78403414075271	-0.485592956100686	0.290760827428083	0.879033099694492	"Retrovirus-related Pol polyprotein from transposon 412"	"not_tested"	NA	NA	NA	NA
"OG0000001"	13	"Dcor_evm.model.hic_scaffold_6_pilon.1320"	"Liom_evm.model.scaffold32201.1"	"not_sig"	-1.78403414075271	-0.485592956100686	0.290760827428083	0.879033099694492	"Retrovirus-related Pol polyprotein from transposon 412"	"not_tested"	NA	NA	NA	NA
"OG0000001"	14	"Dcor_evm.model.hic_scaffold_8_pilon.920"	"Liom_evm.model.scaffold36118.1"	"not_tested"	NA	NA	NA	NA	"hypothetical protein"	"ctrl-enriched"	-3.00547273374715	-2.50975870216276	0.00201329958511223	1.39182285211708e-06
"OG0000001"	14	"Dcor_evm.model.hic_scaffold_10_pilon.678"	"Liom_evm.model.scaffold36118.1"	"not_tested"	NA	NA	NA	NA	"hypothetical protein"	"not_tested"	NA	NA	NA	NA
"OG0000001"	14	"Dcor_evm.model.hic_scaffold_9_pilon.1899"	"Liom_evm.model.scaffold36118.1"	"not_tested"	NA	NA	NA	NA	"hypothetical protein"	"not_tested"	NA	NA	NA	NA
"OG0000001"	15	"Dcor_evm.model.hic_scaffold_23_pilon.6"	"Liom_evm.model.scaffold41139.1"	"not_sig"	0.914793979461422	0.304214842111763	0.220219750634373	0.826965087114866	"Copia protein"	"not_tested"	NA	NA	NA	NA
"OG0000001"	16	"Dcor_evm.model.hic_scaffold_10_pilon.528"	"Liom_evm.model.scaffold59634.1"	"not_tested"	NA	NA	NA	NA	"Retrovirus-related Pol polyprotein from transposon 17.6"	"not_tested"	NA	NA	NA	NA
"OG0000001"	16	"Dcor_evm.model.hic_scaffold_23_pilon.7"	"Liom_evm.model.scaffold59634.1"	"not_tested"	NA	NA	NA	NA	"Retrovirus-related Pol polyprotein from transposon 17.6"	"not_tested"	NA	NA	NA	NA
"OG0000001"	16	"Dcor_evm.model.hic_scaffold_3_pilon.1476"	"Liom_evm.model.scaffold59634.1"	"not_tested"	NA	NA	NA	NA	"Retrovirus-related Pol polyprotein from transposon 17.6"	"not_tested"	NA	NA	NA	NA
"OG0000001"	16	"Dcor_evm.model.hic_scaffold_10_pilon.528"	"Liom_evm.model.scaffold20179.1"	"not_tested"	NA	NA	NA	NA	"Retrovirus-related Pol polyprotein from transposon 17.6"	"not_tested"	NA	NA	NA	NA
"OG0000001"	16	"Dcor_evm.model.hic_scaffold_23_pilon.7"	"Liom_evm.model.scaffold20179.1"	"not_tested"	NA	NA	NA	NA	"Retrovirus-related Pol polyprotein from transposon 17.6"	"not_tested"	NA	NA	NA	NA
"OG0000001"	16	"Dcor_evm.model.hic_scaffold_3_pilon.1476"	"Liom_evm.model.scaffold20179.1"	"not_tested"	NA	NA	NA	NA	"Retrovirus-related Pol polyprotein from transposon 17.6"	"not_tested"	NA	NA	NA	NA
"OG0000001"	16	"Dcor_evm.model.hic_scaffold_10_pilon.528"	"Liom_evm.model.scaffold18844.2"	"not_tested"	NA	NA	NA	NA	"Retrovirus-related Pol polyprotein from transposon 17.6"	"not_tested"	NA	NA	NA	NA
"OG0000001"	16	"Dcor_evm.model.hic_scaffold_23_pilon.7"	"Liom_evm.model.scaffold18844.2"	"not_tested"	NA	NA	NA	NA	"Retrovirus-related Pol polyprotein from transposon 17.6"	"not_tested"	NA	NA	NA	NA
"OG0000001"	16	"Dcor_evm.model.hic_scaffold_3_pilon.1476"	"Liom_evm.model.scaffold18844.2"	"not_tested"	NA	NA	NA	NA	"Retrovirus-related Pol polyprotein from transposon 17.6"	"not_tested"	NA	NA	NA	NA
"OG0000001"	16	"Dcor_evm.model.hic_scaffold_10_pilon.528"	"Liom_evm.model.scaffold20421.2"	"not_tested"	NA	NA	NA	NA	"Retrovirus-related Pol polyprotein from transposon 17.6"	"not_tested"	NA	NA	NA	NA
"OG0000001"	16	"Dcor_evm.model.hic_scaffold_23_pilon.7"	"Liom_evm.model.scaffold20421.2"	"not_tested"	NA	NA	NA	NA	"Retrovirus-related Pol polyprotein from transposon 17.6"	"not_tested"	NA	NA	NA	NA
"OG0000001"	16	"Dcor_evm.model.hic_scaffold_3_pilon.1476"	"Liom_evm.model.scaffold20421.2"	"not_tested"	NA	NA	NA	NA	"Retrovirus-related Pol polyprotein from transposon 17.6"	"not_tested"	NA	NA	NA	NA
"OG0000001"	16	"Dcor_evm.model.hic_scaffold_10_pilon.528"	"Liom_evm.model.scaffold37758.1"	"not_tested"	NA	NA	NA	NA	"Retrovirus-related Pol polyprotein from transposon 17.6"	"not_tested"	NA	NA	NA	NA
"OG0000001"	16	"Dcor_evm.model.hic_scaffold_23_pilon.7"	"Liom_evm.model.scaffold37758.1"	"not_tested"	NA	NA	NA	NA	"Retrovirus-related Pol polyprotein from transposon 17.6"	"not_tested"	NA	NA	NA	NA
"OG0000001"	16	"Dcor_evm.model.hic_scaffold_3_pilon.1476"	"Liom_evm.model.scaffold37758.1"	"not_tested"	NA	NA	NA	NA	"Retrovirus-related Pol polyprotein from transposon 17.6"	"not_tested"	NA	NA	NA	NA
"OG0000001"	16	"Dcor_evm.model.hic_scaffold_10_pilon.528"	"Liom_evm.model.scaffold07196.1"	"not_sig"	0.932786142100106	-0.182480372675856	0.335174444622131	0.933529174782004	"Retrovirus-related Pol polyprotein from transposon 17.6"	"not_tested"	NA	NA	NA	NA
"OG0000001"	16	"Dcor_evm.model.hic_scaffold_23_pilon.7"	"Liom_evm.model.scaffold07196.1"	"not_sig"	0.932786142100106	-0.182480372675856	0.335174444622131	0.933529174782004	"Retrovirus-related Pol polyprotein from transposon 17.6"	"not_tested"	NA	NA	NA	NA
"OG0000001"	16	"Dcor_evm.model.hic_scaffold_3_pilon.1476"	"Liom_evm.model.scaffold07196.1"	"not_sig"	0.932786142100106	-0.182480372675856	0.335174444622131	0.933529174782004	"Retrovirus-related Pol polyprotein from transposon 17.6"	"not_tested"	NA	NA	NA	NA
"OG0000001"	16	"Dcor_evm.model.hic_scaffold_10_pilon.528"	"Liom_evm.model.scaffold33985.1"	"other"	1.34802900786325	0.400588143692742	0.0465740823312713	0.747367140437868	"Retrovirus-related Pol polyprotein from transposon 17.6"	"not_tested"	NA	NA	NA	NA
"OG0000001"	16	"Dcor_evm.model.hic_scaffold_23_pilon.7"	"Liom_evm.model.scaffold33985.1"	"other"	1.34802900786325	0.400588143692742	0.0465740823312713	0.747367140437868	"Retrovirus-related Pol polyprotein from transposon 17.6"	"not_tested"	NA	NA	NA	NA
"OG0000001"	16	"Dcor_evm.model.hic_scaffold_3_pilon.1476"	"Liom_evm.model.scaffold33985.1"	"other"	1.34802900786325	0.400588143692742	0.0465740823312713	0.747367140437868	"Retrovirus-related Pol polyprotein from transposon 17.6"	"not_tested"	NA	NA	NA	NA
"OG0000001"	16	"Dcor_evm.model.hic_scaffold_10_pilon.528"	"Liom_evm.model.scaffold31304.1"	"not_sig"	0.946024360472384	0.0701450687823196	0.272295172217439	0.970322221376769	"Retrovirus-related Pol polyprotein from transposon 17.6"	"not_tested"	NA	NA	NA	NA
"OG0000001"	16	"Dcor_evm.model.hic_scaffold_23_pilon.7"	"Liom_evm.model.scaffold31304.1"	"not_sig"	0.946024360472384	0.0701450687823196	0.272295172217439	0.970322221376769	"Retrovirus-related Pol polyprotein from transposon 17.6"	"not_tested"	NA	NA	NA	NA
"OG0000001"	16	"Dcor_evm.model.hic_scaffold_3_pilon.1476"	"Liom_evm.model.scaffold31304.1"	"not_sig"	0.946024360472384	0.0701450687823196	0.272295172217439	0.970322221376769	"Retrovirus-related Pol polyprotein from transposon 17.6"	"not_tested"	NA	NA	NA	NA
"OG0000001"	16	"Dcor_evm.model.hic_scaffold_10_pilon.528"	"Liom_evm.model.scaffold30523.1"	"other"	1.70672571271155	0.647771761639528	0.0378019265995999	0.627830058145439	"Retrovirus-related Pol polyprotein from transposon 17.6"	"not_tested"	NA	NA	NA	NA
"OG0000001"	16	"Dcor_evm.model.hic_scaffold_23_pilon.7"	"Liom_evm.model.scaffold30523.1"	"other"	1.70672571271155	0.647771761639528	0.0378019265995999	0.627830058145439	"Retrovirus-related Pol polyprotein from transposon 17.6"	"not_tested"	NA	NA	NA	NA
